customer_id,company_name,industry,company_size,country_code,country_name,signup_date,signup_source,is_active,churned_at,churn_reason,nps_score,plan_name,plan_tier,current_sub_status,current_mrr,total_events,total_sessions,avg_session_duration,distinct_features,total_ltv,ticket_count,escalated_tickets,avg_satisfaction,onboarding_steps_completed,is_churned,segment,segment_name,high_engagement,recency_days
631,Cloud Platform,Education,small,BR,Brazil,2023-04-06,event,True,,,6.0,Free,free,active,0.0,42,35,1389.0238095238096,14,3071.16,2.0,0.0,,3.0,0,2,Steady Users,1,201
632,Warp Logic,Legal,small,US,United States,2025-04-06,referral,True,,,9.0,Starter,starter,active,12.0,37,27,1161.4324324324325,14,1111.54,4.0,0.0,3.0,4.0,0,1,Engaged Free/Low-Tier,0,174
633,Jet Ops,Consulting,small,SG,Singapore,2023-06-14,organic,True,,,10.0,Starter,starter,active,8.0,37,26,1379.162162162162,12,1574.5800000000002,4.0,0.0,,2.0,0,3,Steady Users,0,194
634,CoreDigital,Marketing,medium,AU,Australia,2024-09-13,referral,False,2024-12-11 04:29:02,Integration issues,,Professional,professional,cancelled,39.0,49,39,1612.1632653061224,14,1755.09,7.0,0.0,3.0,4.0,1,1,Engaged Free/Low-Tier,1,187
635,Tidal Dynamics,Retail,enterprise,US,United States,2023-10-14,referral,True,,,2.0,Free,free,active,0.0,47,38,1309.6170212765958,13,1048.81,8.0,1.0,,5.0,0,1,Engaged Free/Low-Tier,1,176
636,QuarkIO,Insurance,medium,SG,Singapore,2024-02-15,paid_ads,True,,,,Starter,starter,active,12.0,35,29,1761.0857142857142,12,797.28,5.0,0.0,5.0,5.0,0,0,At-Risk / Dormant,0,236
637,CoreStudio,Real Estate,small,IN,India,2024-10-21,organic,False,2025-09-23 00:50:19,Missing features,,Free,free,cancelled,0.0,31,28,1300.8387096774193,13,1064.3500000000001,10.0,2.0,3.0,4.0,1,3,Steady Users,0,218
638,Kite Ventures,Manufacturing,enterprise,US,United States,2024-10-19,referral,True,,,,Free,free,active,0.0,44,37,1486.0681818181818,14,2573.68,4.0,0.0,,3.0,0,1,Engaged Free/Low-Tier,1,172
639,ZenHub,Manufacturing,small,US,United States,2024-04-10,organic,False,2024-09-07 23:13:29,Not enough users,1.0,Free,free,cancelled,0.0,50,39,1742.5,14,973.86,5.0,0.0,4.0,7.0,1,0,At-Risk / Dormant,1,253
640,MistHub,Telecommunications,enterprise,IN,India,2025-09-02,paid_ads,True,,,5.0,Free,free,active,0.0,39,28,1358.2564102564102,14,8417.480000000001,5.0,0.0,,4.0,0,2,Steady Users,0,251
641,Zen Tech,Education,enterprise,FR,France,2023-02-25,event,False,2025-01-20 16:54:59,Company closed,,Free,free,cancelled,0.0,27,19,1159.2962962962963,10,2340.62,7.0,0.0,,5.0,1,3,Steady Users,0,201
642,KiteSoftware,Manufacturing,medium,CA,Canada,2024-12-10,partner,True,,,,Professional Plus,professional,active,59.0,39,29,1426.076923076923,13,685.37,2.0,0.0,,4.0,0,3,Steady Users,0,180
643,EdgePro,Real Estate,small,IN,India,2025-07-07,referral,True,,,9.0,Professional Plus,professional,active,59.0,35,26,1337.142857142857,12,2520.8799999999997,8.0,1.0,4.333333333333333,3.0,0,0,At-Risk / Dormant,0,262
644,Nova Pro,E-commerce,medium,FR,France,2023-07-15,organic,True,,,0.0,Starter,starter,active,12.0,41,33,1543.0487804878048,13,5187.889999999999,4.0,0.0,3.0,4.0,0,2,Steady Users,0,192
645,BoltCloud,Media,enterprise,US,United States,2025-04-28,referral,True,,,9.0,Starter,starter,active,12.0,54,47,1652.8333333333333,14,385.88000000000005,6.0,1.0,4.5,5.0,0,1,Engaged Free/Low-Tier,1,180
646,LunaDynamics,Media,medium,AU,Australia,2025-08-18,referral,True,,,,Starter Plus,starter,active,15.83,53,46,1616.622641509434,14,2241.7,1.0,0.0,3.0,4.0,0,1,Engaged Free/Low-Tier,1,177
647,Vine Hub,Real Estate,medium,US,United States,2023-08-05,partner,True,,,7.0,Professional Plus,professional,active,59.0,31,24,1380.4516129032259,13,565.86,3.0,1.0,5.0,4.0,0,3,Steady Users,0,216
648,DriftCorp,Logistics,large,FR,France,2025-06-19,organic,True,,,10.0,Starter,starter,active,12.0,47,38,1289.212765957447,13,876.2,4.0,2.0,3.0,4.0,0,0,At-Risk / Dormant,1,238
649,Arc AI,Technology,small,US,United States,2023-06-24,partner,True,,,,Professional Plus,professional,active,59.0,39,31,1380.128205128205,13,1591.6100000000001,5.0,0.0,3.0,5.0,0,0,At-Risk / Dormant,0,217
650,Peak Logic,Retail,small,BR,Brazil,2023-11-22,paid_ads,True,,,3.0,Starter Plus,starter,active,15.83,43,35,1338.6279069767443,13,3218.1499999999996,0.0,0.0,,4.0,0,2,Steady Users,1,218
651,Ultra Software,Healthcare,small,US,United States,2024-07-10,paid_ads,True,,,7.0,Starter Plus,starter,active,15.83,46,34,1345.195652173913,12,1610.96,6.0,2.0,3.0,5.0,0,3,Steady Users,1,173
652,DriftStack,Marketing,small,GB,United Kingdom,2025-04-06,organic,True,,,,Starter Plus,starter,active,15.83,44,39,1619.840909090909,13,1491.98,3.0,1.0,,4.0,0,1,Engaged Free/Low-Tier,1,210
653,RushTech,Logistics,small,SG,Singapore,2023-10-17,organic,True,,,2.0,Free,free,active,0.0,35,23,1298.0285714285715,12,412.33,6.0,0.0,4.0,4.0,0,0,At-Risk / Dormant,0,317
654,Bolt Corp,Healthcare,medium,SG,Singapore,2024-04-06,paid_ads,True,,,0.0,Professional,professional,active,39.0,41,35,1445.9756097560976,14,618.06,8.0,1.0,3.5,4.0,0,0,At-Risk / Dormant,0,224
655,QuestVentures,Retail,small,US,United States,2024-06-18,partner,True,,,,Enterprise Custom,enterprise,active,199.0,47,42,1560.5531914893618,14,328.39,5.0,0.0,2.5,2.0,0,1,Engaged Free/Low-Tier,1,181
656,MistLabs,Media,medium,US,United States,2023-03-27,event,True,,,,Free,free,active,0.0,46,37,1479.304347826087,13,636.12,6.0,0.0,3.6666666666666665,4.0,0,1,Engaged Free/Low-Tier,1,187
657,Flow Studio,Legal,medium,SG,Singapore,2025-08-02,event,False,2025-09-17 19:01:29,Missing features,,Professional,professional,cancelled,29.25,34,22,1080.2941176470588,12,561.66,4.0,1.0,2.5,2.0,1,3,Steady Users,0,192
658,ZenSystems,Insurance,medium,DE,Germany,2024-03-09,referral,True,,,6.0,Professional Plus,professional,active,59.0,43,36,1577.093023255814,13,1006.27,4.0,0.0,,5.0,0,1,Engaged Free/Low-Tier,1,190
659,MistLogic,Real Estate,small,IN,India,2023-09-17,organic,True,,,9.0,Professional Plus,professional,active,59.0,48,37,1352.6041666666667,14,527.29,3.0,0.0,5.0,3.0,0,0,At-Risk / Dormant,1,251
660,Nova Ops,Marketing,small,US,United States,2023-08-07,partner,True,,,,Starter,starter,active,12.0,51,42,1316.862745098039,14,2008.08,6.0,2.0,2.0,5.0,0,1,Engaged Free/Low-Tier,1,214
661,MistSoftware,Healthcare,medium,DE,Germany,2024-10-23,organic,True,,,,Enterprise Custom,enterprise,active,179.1,49,43,1526.1224489795918,14,785.15,2.0,0.0,,2.0,0,1,Engaged Free/Low-Tier,1,205
662,Flux IO,Technology,small,AU,Australia,2024-08-13,organic,False,2024-09-25 20:29:33,,,Free,free,cancelled,0.0,32,22,1511.4375,12,768.29,3.0,0.0,2.0,7.0,1,0,At-Risk / Dormant,0,249
663,Peak Labs,Healthcare,medium,US,United States,2024-02-14,organic,False,2024-11-13 05:59:55,Not enough users,,Professional Plus,professional,cancelled,49.17,49,36,1307.1224489795918,13,559.62,6.0,1.0,3.5,6.0,1,1,Engaged Free/Low-Tier,1,188
664,FluxStack,Healthcare,enterprise,IN,India,2023-11-27,partner,True,,,,Starter Plus,starter,active,19.0,42,33,982.0238095238095,14,616.0699999999999,2.0,0.0,,3.0,0,1,Engaged Free/Low-Tier,1,188
665,Xenon Dynamics,Technology,large,US,United States,2023-12-04,organic,True,,,,Enterprise,enterprise,active,99.0,36,29,1301.888888888889,14,378.12,4.0,0.0,4.0,5.0,0,1,Engaged Free/Low-Tier,0,177
666,Ion Ventures,Consulting,small,US,United States,2024-11-15,event,False,2025-07-07 21:29:06,Missing features,5.0,Professional Plus,professional,cancelled,59.0,48,40,1429.3541666666667,13,612.75,1.0,0.0,,3.0,1,1,Engaged Free/Low-Tier,1,187
667,PulseOps,Retail,small,FR,France,2024-04-24,partner,True,,,3.0,Free,free,active,0.0,35,24,1248.6857142857143,13,945.7900000000001,2.0,0.0,,5.0,0,3,Steady Users,0,212
668,LinkHub,Retail,small,DE,Germany,2023-08-13,partner,True,,,7.0,Professional,professional,active,32.5,39,32,1655.6666666666667,14,1046.3899999999999,4.0,2.0,,4.0,0,1,Engaged Free/Low-Tier,0,181
669,Rush Corp,Finance,large,DE,Germany,2023-09-04,referral,False,2024-09-25 22:48:26,No longer needed,3.0,Free,free,cancelled,0.0,32,27,1499.375,11,1865.18,7.0,0.0,,5.0,1,3,Steady Users,0,200
670,Jade Tech,Marketing,medium,GB,United Kingdom,2024-01-14,organic,False,2025-06-30 19:11:08,Budget cuts,,Free,free,cancelled,0.0,31,23,1361.1612903225807,13,756.74,4.0,0.0,4.0,6.0,1,3,Steady Users,0,199
671,Luna Group,Education,medium,BR,Brazil,2023-08-13,referral,False,2023-11-06 10:32:36,Integration issues,0.0,Starter,starter,cancelled,12.0,42,32,1412.6190476190477,13,948.41,4.0,0.0,5.0,4.0,1,1,Engaged Free/Low-Tier,1,212
672,RushPlatform,Legal,large,AU,Australia,2023-06-25,event,True,,,6.0,Starter,starter,active,12.0,47,34,1483.212765957447,14,2817.54,3.0,0.0,3.0,3.0,0,2,Steady Users,1,177
673,Glow Net,Real Estate,medium,FR,France,2023-12-07,referral,True,,,0.0,Professional Plus,professional,active,53.1,41,36,1381.878048780488,14,3900.75,2.0,0.0,2.0,4.0,0,2,Steady Users,0,210
674,Quark Tech,Finance,large,US,United States,2024-04-28,event,False,2024-06-10 12:11:18,Integration issues,,Starter,starter,cancelled,12.0,32,24,1103.4375,14,814.3,1.0,0.0,,5.0,1,3,Steady Users,0,205
675,OrbitDev,Insurance,small,US,United States,2024-07-12,organic,True,,,7.0,Starter,starter,active,10.0,41,30,1510.9756097560976,14,1895.1,2.0,0.0,,3.0,0,1,Engaged Free/Low-Tier,0,189
676,WaveCloud,Telecommunications,medium,SG,Singapore,2023-01-22,paid_ads,False,2024-11-19 09:47:56,Missing features,,Free,free,cancelled,0.0,37,30,1595.5405405405406,14,219.37,6.0,0.0,4.0,2.0,1,1,Engaged Free/Low-Tier,0,191
677,SageCorp,Legal,small,GB,United Kingdom,2024-04-05,paid_ads,True,,,,Professional Plus,professional,active,59.0,49,38,1393.265306122449,14,1163.92,6.0,0.0,4.0,3.0,0,1,Engaged Free/Low-Tier,1,210
678,QuarkOps,Marketing,medium,BR,Brazil,2025-05-04,organic,True,,,7.0,Starter Plus,starter,active,13.46,44,31,1337.4772727272727,14,1187.78,2.0,0.0,4.0,4.0,0,1,Engaged Free/Low-Tier,1,216
679,Rift Digital,Media,small,BR,Brazil,2023-01-16,referral,True,,,9.0,Professional,professional,active,39.0,42,36,1638.952380952381,14,3026.17,4.0,0.0,4.0,4.0,0,2,Steady Users,1,174
680,DataIO,Manufacturing,small,SG,Singapore,2024-05-29,paid_ads,True,,,,Starter,starter,active,12.0,36,32,1466.0555555555557,13,870.41,2.0,0.0,,4.0,0,3,Steady Users,0,184
681,Unit Software,Manufacturing,medium,US,United States,2024-10-14,event,True,,,10.0,Free,free,active,0.0,43,34,1607.953488372093,14,623.53,5.0,0.0,4.5,4.0,0,1,Engaged Free/Low-Tier,1,187
682,KeenCorp,Marketing,enterprise,BR,Brazil,2023-11-05,referral,True,,,10.0,Enterprise,enterprise,active,99.0,28,25,1883.892857142857,13,1313.26,5.0,0.0,4.0,5.0,0,3,Steady Users,0,182
683,Core Net,Marketing,medium,SG,Singapore,2024-04-17,organic,False,2025-07-25 02:49:15,Too expensive,,Professional Plus,professional,cancelled,44.25,34,24,1294.264705882353,13,2287.88,9.0,1.0,2.0,2.0,1,3,Steady Users,0,173
684,Tidal Platform,Real Estate,medium,IN,India,2025-05-15,referral,True,,,0.0,Starter,starter,active,12.0,33,27,1351.3636363636363,14,267.65,3.0,2.0,4.0,6.0,0,1,Engaged Free/Low-Tier,0,174
685,Peak Systems,Marketing,medium,US,United States,2024-08-21,organic,True,,,,Starter Plus,starter,active,15.83,45,38,1583.0222222222221,14,2885.2700000000004,4.0,0.0,3.6666666666666665,5.0,0,2,Steady Users,1,178
686,SageSoftware,Media,large,CA,Canada,2023-11-15,referral,True,,,,Free,free,active,0.0,40,33,1540.6,14,492.98,4.0,1.0,,7.0,0,1,Engaged Free/Low-Tier,0,217
687,Edge Labs,Finance,medium,US,United States,2024-03-30,event,True,,,,Enterprise,enterprise,active,82.5,44,35,1408.9772727272727,13,495.33,4.0,1.0,3.0,5.0,0,0,At-Risk / Dormant,1,223
688,ZenIO,Retail,small,JP,Japan,2023-05-30,partner,True,,,9.0,Free,free,active,0.0,45,33,1297.0444444444445,11,2767.41,7.0,1.0,3.0,2.0,0,0,At-Risk / Dormant,1,248
689,KiteDev,Media,small,CA,Canada,2024-11-14,referral,True,,,9.0,Free,free,active,0.0,36,25,1323.4722222222222,13,2464.67,9.0,0.0,3.8,4.0,0,0,At-Risk / Dormant,0,221
690,HubVentures,Real Estate,small,US,United States,2023-12-30,event,True,,,9.0,Starter Plus,starter,active,12.67,47,43,1844.5744680851064,14,1663.42,8.0,1.0,5.0,4.0,0,1,Engaged Free/Low-Tier,1,218
691,AcmeSolutions,Retail,enterprise,JP,Japan,2024-11-02,paid_ads,False,2025-08-13 17:44:32,,3.0,Professional Plus,professional,cancelled,49.17,37,32,1693.5675675675675,13,1745.46,5.0,0.0,5.0,1.0,1,3,Steady Users,0,183
692,RushHub,Telecommunications,medium,US,United States,2024-08-12,event,True,,,8.0,Free,free,active,0.0,41,35,1718.3902439024391,14,958.81,6.0,1.0,3.5,6.0,0,1,Engaged Free/Low-Tier,0,203
693,IonNet,Real Estate,small,BR,Brazil,2024-11-12,partner,False,2025-09-01 19:44:33,Not enough users,1.0,Free,free,cancelled,0.0,47,38,1401.872340425532,14,708.89,5.0,0.0,,3.0,1,1,Engaged Free/Low-Tier,1,197
694,GridSolutions,Manufacturing,enterprise,AU,Australia,2024-01-19,paid_ads,True,,,,Free,free,active,0.0,41,35,1748.439024390244,14,587.33,1.0,0.0,5.0,4.0,0,0,At-Risk / Dormant,0,227
695,YieldDigital,Real Estate,medium,GB,United Kingdom,2023-06-15,referral,True,,,9.0,Professional,professional,active,31.2,43,32,1504.1627906976744,13,752.86,4.0,2.0,,3.0,0,1,Engaged Free/Low-Tier,1,204
696,LinkLabs,Logistics,small,GB,United Kingdom,2023-03-15,referral,True,,,,Professional,professional,active,32.5,47,33,1320.8510638297873,14,4646.04,6.0,0.0,4.5,6.0,0,2,Steady Users,1,204
697,EchoDev,Real Estate,medium,US,United States,2023-05-11,partner,True,,,3.0,Enterprise Custom,enterprise,active,149.25,42,35,2059.8571428571427,14,754.5,2.0,0.0,,6.0,0,1,Engaged Free/Low-Tier,1,212
698,DataGroup,Technology,small,DE,Germany,2023-03-18,event,True,,,7.0,Professional Plus,professional,active,49.17,43,37,1629.5581395348838,13,3014.48,6.0,1.0,3.6666666666666665,3.0,0,2,Steady Users,1,175
699,Sage Systems,Real Estate,medium,DE,Germany,2025-02-22,organic,False,2025-06-11 07:35:32,Outgrew the platform,,Free,free,cancelled,0.0,42,34,1413.2619047619048,14,2831.69,3.0,0.0,3.0,5.0,1,2,Steady Users,1,188
700,WarpOps,Technology,small,CA,Canada,2023-03-14,referral,True,,,8.0,Professional Plus,professional,active,49.17,44,35,1163.0454545454545,13,368.6,6.0,1.0,4.666666666666667,3.0,0,1,Engaged Free/Low-Tier,1,221
701,Cloud IO,Media,small,SG,Singapore,2023-02-26,organic,False,2024-01-26 17:54:26,Outgrew the platform,,Professional Plus,professional,cancelled,49.17,53,45,1618.3584905660377,14,738.1,5.0,1.0,2.0,2.0,1,1,Engaged Free/Low-Tier,1,200
702,RiftOps,Media,medium,US,United States,2023-04-29,organic,True,,,,Free,free,active,0.0,38,31,1445.657894736842,12,984.71,4.0,0.0,5.0,4.0,0,3,Steady Users,0,190
703,WaveSoftware,Telecommunications,small,GB,United Kingdom,2025-04-01,referral,False,2025-09-17 18:38:10,Missing features,,Free,free,cancelled,0.0,32,23,1141.375,14,7088.370000000001,4.0,0.0,5.0,3.0,1,2,Steady Users,0,226
704,DataDigital,Education,small,IN,India,2024-02-12,event,True,,,2.0,Enterprise,enterprise,active,99.0,30,26,1502.1666666666667,11,1560.67,5.0,0.0,,2.0,0,3,Steady Users,0,224
705,IrisSoftware,Legal,enterprise,IN,India,2023-10-27,organic,True,,,10.0,Professional Plus,professional,active,59.0,46,38,1597.7173913043478,13,321.8,2.0,0.0,2.0,4.0,0,1,Engaged Free/Low-Tier,1,202
706,TrekGroup,Healthcare,small,US,United States,2025-01-12,referral,True,,,10.0,Free,free,paused,0.0,38,31,1644.6052631578948,14,3557.54,4.0,1.0,3.0,2.0,0,2,Steady Users,0,187
707,PeakHub,Healthcare,small,CA,Canada,2023-03-28,referral,False,2024-12-13 10:10:52,Not enough users,2.0,Starter,starter,cancelled,10.0,45,40,1601.7555555555555,13,2421.55,10.0,2.0,3.5,3.0,1,1,Engaged Free/Low-Tier,1,178
708,Luna Ops,Manufacturing,medium,US,United States,2025-02-11,event,True,,,,Professional,professional,active,29.25,41,35,1685.5365853658536,12,1550.85,7.0,3.0,3.0,3.0,0,3,Steady Users,0,191
709,UnitGroup,Manufacturing,enterprise,FR,France,2025-08-12,referral,True,,,,Starter Plus,starter,active,19.0,45,38,1411.1555555555556,14,3966.22,4.0,0.0,5.0,4.0,0,2,Steady Users,1,183
710,BeamVentures,Insurance,medium,DE,Germany,2023-01-16,event,True,,,,Starter Plus,starter,paused,19.0,46,41,1770.2391304347825,13,1416.74,3.0,0.0,,3.0,0,1,Engaged Free/Low-Tier,1,176
711,FlowPlatform,Education,small,BR,Brazil,2025-04-09,organic,True,,,6.0,Professional,professional,active,39.0,32,22,1327.21875,13,926.1800000000001,4.0,0.0,4.0,6.0,0,3,Steady Users,0,178
712,Cloud Studio,Consulting,large,JP,Japan,2024-07-18,event,True,,,4.0,Enterprise,enterprise,active,99.0,28,22,1710.7857142857142,12,293.07000000000005,3.0,1.0,,5.0,0,3,Steady Users,0,199
713,Onyx Solutions,Finance,enterprise,BR,Brazil,2025-05-31,partner,True,,,8.0,Professional,professional,active,39.0,37,27,1224.837837837838,12,2326.89,7.0,2.0,4.5,3.0,0,3,Steady Users,0,209
714,DataNet,Education,small,SG,Singapore,2023-03-21,partner,True,,,2.0,Starter,starter,active,10.2,39,34,1593.923076923077,14,2427.31,2.0,0.0,,5.0,0,2,Steady Users,0,209
715,Beam Cloud,Finance,small,IN,India,2025-09-23,event,True,,,7.0,Professional Plus,professional,active,49.17,36,28,1377.75,13,845.9200000000001,2.0,0.0,5.0,6.0,0,0,At-Risk / Dormant,0,250
716,Mist Software,Insurance,small,JP,Japan,2024-01-23,organic,True,,,9.0,Professional,professional,active,39.0,37,31,1576.6216216216217,14,645.6999999999999,6.0,0.0,2.5,5.0,0,1,Engaged Free/Low-Tier,0,214
717,Edge Platform,Real Estate,medium,BR,Brazil,2024-06-24,referral,True,,,,Professional Plus,professional,active,59.0,44,29,1179.7954545454545,14,870.73,6.0,1.0,,5.0,0,1,Engaged Free/Low-Tier,1,193
718,Keen Cloud,Telecommunications,small,IN,India,2025-09-22,organic,False,2025-10-24 22:12:35,Not enough users,,Enterprise,enterprise,cancelled,82.5,52,47,1609.423076923077,14,1287.86,5.0,1.0,,2.0,1,1,Engaged Free/Low-Tier,1,193
719,GlowTech,Logistics,medium,BR,Brazil,2023-09-08,paid_ads,True,,,8.0,Starter,starter,active,12.0,56,43,1446.9285714285713,13,2269.23,7.0,0.0,,3.0,0,1,Engaged Free/Low-Tier,1,188
720,MistAnalytics,Marketing,small,US,United States,2025-06-21,referral,True,,,,Free,free,active,0.0,49,43,1572.857142857143,14,5529.87,2.0,0.0,2.5,7.0,0,2,Steady Users,1,196
721,Quark Hub,Media,large,CA,Canada,2023-06-20,organic,True,,,9.0,Enterprise Custom,enterprise,active,199.0,37,31,1574.945945945946,13,1165.65,3.0,0.0,4.5,4.0,0,3,Steady Users,0,184
722,Sage Dynamics,E-commerce,large,DE,Germany,2023-04-21,organic,True,,,9.0,Professional,professional,active,32.5,54,46,1413.9074074074074,13,819.78,8.0,0.0,3.3333333333333335,5.0,0,1,Engaged Free/Low-Tier,1,200
723,CoreCorp,Legal,enterprise,AU,Australia,2024-08-26,referral,True,,,,Enterprise,enterprise,paused,99.0,44,31,1255.409090909091,14,348.73,5.0,1.0,,4.0,0,1,Engaged Free/Low-Tier,1,191
724,JetLabs,Marketing,large,SG,Singapore,2025-03-02,organic,False,2025-07-25 11:29:21,Not enough users,4.0,Professional Plus,professional,cancelled,59.0,55,44,1459.2181818181818,14,1449.85,9.0,1.0,2.0,5.0,1,1,Engaged Free/Low-Tier,1,192
725,SyncWorks,Insurance,small,US,United States,2023-10-12,referral,True,,,,Free,free,active,0.0,47,38,1620.2340425531916,14,3531.68,1.0,0.0,,6.0,0,2,Steady Users,1,175
726,Kite Cloud,Telecommunications,small,BR,Brazil,2024-07-19,organic,True,,,,Professional Plus,professional,active,59.0,55,41,1174.418181818182,14,149.57,6.0,0.0,5.0,6.0,0,1,Engaged Free/Low-Tier,1,180
727,MistAI,Media,medium,GB,United Kingdom,2024-08-07,referral,True,,,4.0,Free,free,active,0.0,47,36,1289.8297872340424,14,1518.03,6.0,0.0,5.0,6.0,0,1,Engaged Free/Low-Tier,1,176
728,HubHQ,Consulting,small,US,United States,2025-04-02,organic,False,2025-10-03 01:08:25,Missing features,,Professional Plus,professional,cancelled,39.33,41,30,1322.6341463414635,13,4099.87,4.0,0.0,,5.0,1,2,Steady Users,0,212
729,Sage Works,Telecommunications,small,AU,Australia,2025-06-17,organic,True,,,,Starter Plus,starter,active,19.0,42,34,1440.4761904761904,13,396.64,5.0,2.0,3.0,2.0,0,1,Engaged Free/Low-Tier,1,184
730,Echo Digital,Consulting,enterprise,US,United States,2025-05-27,referral,True,,,7.0,Starter,starter,active,12.0,45,36,1294.1555555555556,14,550.42,1.0,1.0,,5.0,0,0,At-Risk / Dormant,1,280
731,Yield Stack,Real Estate,small,SG,Singapore,2025-06-15,organic,True,,,9.0,Enterprise Custom,enterprise,active,199.0,47,35,1472.6382978723404,14,3533.55,6.0,2.0,,4.0,0,2,Steady Users,1,197
732,SyncCorp,Marketing,small,SG,Singapore,2024-02-12,referral,True,,,,Free,free,active,0.0,47,39,1374.1063829787233,13,722.76,6.0,1.0,4.0,2.0,0,1,Engaged Free/Low-Tier,1,226
733,FluxGroup,E-commerce,small,DE,Germany,2025-03-01,organic,True,,,,Starter,starter,active,10.8,35,33,1919.7428571428572,13,1264.02,1.0,1.0,,3.0,0,0,At-Risk / Dormant,0,214
734,KeenSolutions,Insurance,large,US,United States,2023-01-22,organic,True,,,8.0,Professional Plus,professional,active,36.88,41,35,1604.6829268292684,13,1972.82,8.0,3.0,1.6666666666666667,4.0,0,1,Engaged Free/Low-Tier,0,183
735,ZealHub,Logistics,small,JP,Japan,2025-01-05,organic,True,,,,Starter,starter,active,10.0,43,36,1463.3953488372092,14,2830.31,6.0,0.0,1.0,5.0,0,2,Steady Users,1,202
736,AcmeAI,Insurance,medium,US,United States,2023-08-24,organic,True,,,,Professional Plus,professional,active,59.0,43,33,1564.3023255813953,12,526.23,6.0,0.0,4.6,1.0,0,3,Steady Users,1,184
737,ZenDigital,Telecommunications,small,US,United States,2025-01-30,paid_ads,True,,,,Enterprise Custom,enterprise,paused,165.83,39,34,1778.7435897435898,14,176.26,4.0,0.0,4.0,4.0,0,1,Engaged Free/Low-Tier,0,188
738,GridPro,Manufacturing,small,BR,Brazil,2024-04-14,referral,True,,,8.0,Starter,starter,active,12.0,47,40,1573.595744680851,14,3241.33,4.0,1.0,4.0,4.0,0,2,Steady Users,1,184
739,YieldCloud,E-commerce,medium,JP,Japan,2023-01-18,organic,True,,,,Starter,starter,active,10.0,39,32,1596.128205128205,14,1694.89,3.0,0.0,4.0,0.0,0,1,Engaged Free/Low-Tier,0,185
740,CorePlatform,Technology,medium,GB,United Kingdom,2025-04-09,partner,True,,,8.0,Enterprise Custom,enterprise,active,199.0,32,22,1181.625,12,1029.78,5.0,0.0,2.5,6.0,0,3,Steady Users,0,193
741,Jet Logic,Real Estate,enterprise,CA,Canada,2023-09-16,paid_ads,True,,,,Free,free,active,0.0,47,31,849.6170212765958,12,584.05,5.0,1.0,3.0,4.0,0,3,Steady Users,1,191
742,CloudWorks,Real Estate,medium,US,United States,2023-11-17,referral,True,,,7.0,Professional,professional,active,39.0,45,36,1266.6666666666667,14,627.83,3.0,0.0,,3.0,0,1,Engaged Free/Low-Tier,1,174
743,GlowDynamics,Legal,small,US,United States,2025-02-05,referral,False,2025-05-22 15:35:58,Not enough users,,Free,free,cancelled,0.0,36,27,1496.4166666666667,12,470.18,4.0,0.0,,7.0,1,3,Steady Users,0,172
744,CloudCorp,Logistics,enterprise,JP,Japan,2023-05-01,event,True,,,10.0,Enterprise,enterprise,active,89.1,41,34,1418.3170731707316,13,980.39,5.0,0.0,5.0,5.0,0,0,At-Risk / Dormant,0,241
745,NovaGroup,Marketing,medium,BR,Brazil,2025-01-02,paid_ads,True,,,7.0,Free,free,active,0.0,55,43,1238.0545454545454,14,3076.0299999999997,7.0,2.0,,4.0,0,1,Engaged Free/Low-Tier,1,186
746,EchoTech,Technology,small,FR,France,2024-10-01,partner,True,,,6.0,Starter Plus,starter,active,19.0,43,37,1365.2558139534883,14,1113.79,6.0,0.0,5.0,6.0,0,1,Engaged Free/Low-Tier,1,181
747,Meta Analytics,Education,enterprise,AU,Australia,2024-07-28,referral,True,,,,Professional,professional,active,33.15,41,30,1593.3170731707316,14,1179.02,7.0,0.0,2.0,3.0,0,1,Engaged Free/Low-Tier,0,179
748,Nova Analytics,Finance,small,BR,Brazil,2025-03-01,referral,True,,,,Starter,starter,active,10.0,51,40,1670.764705882353,13,3814.6099999999997,6.0,0.0,4.0,0.0,0,2,Steady Users,1,182
749,Orbit Software,Healthcare,enterprise,BR,Brazil,2025-09-20,organic,False,2025-10-26 05:02:41,,5.0,Starter Plus,starter,cancelled,19.0,53,47,1623.0,13,684.0500000000001,6.0,1.0,3.0,3.0,1,1,Engaged Free/Low-Tier,1,204
750,TidalDev,E-commerce,medium,AU,Australia,2023-11-21,partner,True,,,,Free,free,active,0.0,44,34,1455.2272727272727,14,5788.59,10.0,1.0,5.0,6.0,0,2,Steady Users,1,196
751,Xenon HQ,Insurance,large,IN,India,2023-07-03,partner,True,,,,Starter Plus,starter,active,19.0,45,38,1523.9555555555555,14,3696.33,4.0,0.0,3.0,5.0,0,2,Steady Users,1,171
752,AcmeVentures,Healthcare,small,DE,Germany,2024-02-12,organic,False,2025-09-04 05:02:32,,4.0,Professional,professional,cancelled,39.0,37,30,1655.5135135135135,13,2875.77,2.0,0.0,,4.0,1,2,Steady Users,0,211
753,TrekIO,Logistics,medium,CA,Canada,2023-02-09,paid_ads,True,,,,Starter,starter,active,12.0,25,19,1704.12,11,2171.2999999999997,7.0,0.0,3.0,5.0,0,3,Steady Users,0,216
754,Ion Tech,Manufacturing,enterprise,US,United States,2023-10-12,organic,True,,,8.0,Free,free,active,0.0,35,26,1391.5428571428572,13,960.94,1.0,0.0,1.0,4.0,0,3,Steady Users,0,179
