ticket_id,customer_id,member_id,category,priority,status,subject,created_at,first_response_at,resolved_at,satisfaction_score,escalated,tags,company_name,is_active,plan_id,plan_tier
3396,780,,data_export,medium,in_progress,Cannot login to dashboard,2025-08-02 06:28:49,2025-08-03 01:28:49,,,False,"security , billing",IonLogic,True,2,starter
3397,664,,integration,medium,waiting_on_customer,Time tracking sync issues,2024-03-18 13:06:18,2024-03-18 22:06:18,,,False,"urgent, billing",FluxStack,True,3,starter
3398,1105,,feature_request,low,resolved,Permission settings not saving,2025-09-21 01:35:57,2025-09-23 07:35:57,2025-09-29 20:35:57,2.0,False,documentation,EchoNet,True,4,professional
3399,218,3135.0,integration,medium,resolved,Permission settings not saving,2023-09-19 06:20:20,2023-09-21 12:20:20,2023-09-26 15:20:20,,False,gdpr,Keen Dynamics,False,2,starter
3400,188,2701.0,integration,medium,resolved,Permission settings not saving,2024-05-30 05:51:51,2024-05-31 13:51:51,2024-06-06 01:51:51,4.0,False,"sso , migration , feature",GridDigital,True,2,starter
3401,169,2467.0,integration,high,waiting_on_customer,API rate limiting issues,2025-08-21 16:53:44,2025-08-22 04:53:44,,,True,"performance,performance",Quark Platform,True,1,free
3402,331,4231.0,security,high,resolved,Need to add more team members,2025-08-12 06:16:08,2025-08-12 10:16:08,2025-08-13 13:16:08,,True,mobile;mobile,UnitWorks,True,4,professional
3403,63,1042.0,onboarding,medium,open,Time tracking sync issues,2025-09-15 03:22:02,,,,False,"onboarding , billing , sso",UltraStack,False,4,professional
3404,1094,,onboarding,medium,in_progress,Feature request: dark mode,2024-09-21 19:19:26,2024-09-24 14:19:26,,,False,"technical, api",BeamWorks,True,4,professional
3405,1053,,onboarding,medium,waiting_on_customer,Export failing for large datasets,2024-08-29 22:00:43,2024-08-31 08:00:43,,,False,"bug,enterprise,billing,integration",Kite Hub,True,3,starter
3406,1174,,integration,low,resolved,Duplicate notifications being sent,2025-02-03 07:11:24,2025-02-04 01:11:24,2025-02-09 04:11:24,,False,performance,TidalSolutions,True,6,enterprise
3407,126,1841.0,api,low,closed,Slow loading on project boards,2025-09-25 15:45:28,2025-09-27 03:45:28,2025-10-03 21:45:28,4.0,False,"technical, gdpr, api",RiftSystems,True,6,enterprise
3408,637,8186.0,performance,medium,open,Report generation timeout,2025-10-06 15:22:02,,,,False,"feature , export , training",CoreStudio,False,1,free
3409,430,5469.0,account,high,waiting_on_customer,Billing discrepancy on latest invoice,2025-03-08 17:56:36,2025-03-08 18:56:36,,,False,bug;mobile;onboarding,Jet Dev,True,2,starter
3410,186,2686.0,data_export,medium,waiting_on_customer,SSO configuration help needed,2025-01-11 09:14:34,2025-01-13 21:14:34,,,False,"feature,bug,performance,technical,feature",AcmeLabs,False,2,starter
3411,35,660.0,api,high,in_progress,Webhook delivery failures,2024-08-30 00:36:22,2024-08-30 10:36:22,,,False,,PulseAnalytics,True,2,starter
3412,682,,data_export,medium,closed,Cannot login to dashboard,2025-05-21 11:52:36,2025-05-22 22:52:36,2025-05-29 22:52:36,3.0,False,feature,KeenCorp,True,6,enterprise
3413,834,,technical,high,resolved,Custom workflow automation broken,2025-10-16 14:33:36,2025-10-17 01:33:36,2025-10-17 15:33:36,4.0,False,ux,Trek Group,True,2,starter
3414,184,2678.0,feature_request,low,open,Mobile app crashes on Android,2025-07-17 16:55:16,,,,False,performance;sso;enterprise;security,BoltSystems,False,5,professional
3415,586,7573.0,account,medium,closed,Need to add more team members,2025-08-24 17:35:10,2025-08-25 05:35:10,2025-08-26 00:35:10,5.0,False,performance,EdgeDev,True,4,professional
3416,467,6036.0,technical,medium,resolved,SSO configuration help needed,2025-08-06 17:45:48,2025-08-07 22:45:48,2025-08-11 18:45:48,3.0,False,api;bug;urgent;sso,NexusHub,True,2,starter
3417,245,3445.0,integration,low,open,Audit log access denied,2025-02-14 09:46:49,,,,False,"export, training",Quest Tech,False,2,starter
3418,608,7798.0,performance,medium,waiting_on_customer,Feature request: dark mode,2024-04-09 21:39:41,2024-04-11 15:39:41,,,False,"feature, gdpr, bug, feature",Link Logic,True,1,free
3419,788,,api,medium,resolved,Custom workflow automation broken,2024-03-05 12:59:47,2024-03-07 01:59:47,2024-03-09 21:59:47,4.0,False,technical;documentation;gdpr,WarpAnalytics,False,1,free
3420,516,6576.0,account,medium,closed,Export failing for large datasets,2025-03-27 20:15:47,2025-03-29 06:15:47,2025-04-01 07:15:47,,False,"migration , bug",DataAnalytics,True,5,professional
3421,719,,feature_request,high,open,Need to add more team members,2024-08-29 07:06:16,,,,False,ux;api;enterprise,GlowTech,True,2,starter
3422,1065,,feature_request,low,open,Custom workflow automation broken,2024-12-17 23:23:58,,,,False,billing,HubSystems,True,3,starter
3423,1084,,performance,low,closed,Slow loading on project boards,2024-12-24 03:39:20,2024-12-26 17:39:20,2024-12-29 13:39:20,4.0,False,"training,integration,security",GlowGroup,True,2,starter
3424,649,8410.0,integration,medium,resolved,Mobile app crashes on Android,2025-08-29 10:06:14,2025-08-30 15:06:14,2025-09-03 04:06:14,4.0,False,,Arc AI,True,5,professional
3425,734,,onboarding,high,open,Need help with API authentication,2023-11-09 01:26:12,,,,True,,KeenSolutions,True,5,professional
3426,545,6931.0,account,medium,resolved,Need help with API authentication,2024-03-26 10:01:27,2024-03-27 09:01:27,2024-04-02 22:01:27,5.0,False,"bug,mobile,migration",Sage Ops,True,6,enterprise
3427,677,,onboarding,high,resolved,Feature request: dark mode,2024-04-07 08:57:47,2024-04-07 09:57:47,2024-04-09 17:57:47,4.0,False,"export,training,enterprise",SageCorp,True,5,professional
3428,1033,,integration,high,open,SSO configuration help needed,2024-04-15 15:41:41,,,,False,performance;feature;technical;migration,WarpLabs,True,4,professional
3429,477,6096.0,onboarding,critical,waiting_on_customer,Webhook delivery failures,2024-09-21 21:09:34,2024-09-21 21:22:34,,,True,,Vine Group,True,2,starter
3430,545,6923.0,integration,medium,in_progress,Billing discrepancy on latest invoice,2025-07-11 03:30:18,2025-07-11 21:30:18,,,False,"export , export",Sage Ops,True,6,enterprise
3431,119,1697.0,onboarding,low,resolved,SSO configuration help needed,2025-06-11 13:56:50,2025-06-14 11:56:50,2025-06-17 03:56:50,5.0,False,"sso, api, enterprise, onboarding",EchoPlatform,True,4,professional
3432,117,1685.0,billing,critical,resolved,Custom workflow automation broken,2025-05-07 09:42:16,2025-05-07 10:02:16,2025-05-10 03:02:16,,True,"billing , billing",Onyx Cloud,True,1,free
3433,496,6267.0,account,high,in_progress,Billing discrepancy on latest invoice,2024-03-27 20:17:42,2024-03-28 07:17:42,,,True,"enterprise,feature,technical,enterprise",Beam Digital,True,3,starter
3434,444,5670.0,data_export,medium,open,White label logo not displaying,2024-11-20 02:24:35,,,,False,technical;training,NexusOps,False,1,free
3435,163,2357.0,data_export,medium,in_progress,Export failing for large datasets,2025-08-13 15:02:09,2025-08-16 03:02:09,,,False,"training, mobile, bug, ux",Rush Cloud,True,1,free
3436,457,5876.0,integration,high,resolved,Custom workflow automation broken,2025-09-24 04:53:50,2025-09-24 08:53:50,2025-09-30 04:53:50,5.0,False,"enterprise , bug , feature , mobile",Warp Platform,True,1,free
3437,173,2541.0,technical,low,waiting_on_customer,Data import from CSV failing,2025-03-22 16:35:49,2025-03-24 03:35:49,,,False,"bug,sso",Rush Hub,False,1,free
3438,926,,security,medium,in_progress,Mobile app crashes on Android,2025-08-24 23:23:47,2025-08-27 11:23:47,,,False,ux,XenonHub,True,1,free
3439,15,240.0,data_export,low,resolved,White label logo not displaying,2024-09-15 11:25:23,2024-09-18 11:25:23,2024-09-24 22:25:23,3.0,False,,DataLogic,True,2,starter
3440,580,7518.0,billing,medium,closed,Webhook delivery failures,2023-11-30 00:49:21,2023-12-02 23:49:21,2023-12-03 16:49:21,3.0,False,,WarpLogic,True,6,enterprise
3441,1106,,feature_request,medium,waiting_on_customer,SSO configuration help needed,2024-01-17 02:35:57,2024-01-19 17:35:57,,,False,bug;export;training,ArcAnalytics,True,4,professional
3442,930,,data_export,critical,closed,SSO configuration help needed,2025-03-31 06:04:32,2025-03-31 06:36:32,2025-03-31 18:36:32,,False,sso,Rift IO,True,1,free
3443,23,467.0,onboarding,low,in_progress,Cannot downgrade plan,2025-07-26 19:21:28,2025-07-26 21:21:28,,,False,"mobile, mobile",KitePro,True,3,starter
3444,1099,,performance,high,open,Data import from CSV failing,2024-01-31 17:19:12,,,,False,"bug , security , ux",NovaCorp,True,1,free
3445,1167,,onboarding,medium,waiting_on_customer,Billing discrepancy on latest invoice,2025-06-01 03:13:03,2025-06-03 06:13:03,,,False,export,XenonLabs,True,2,starter
3446,1173,,api,medium,closed,Cannot downgrade plan,2025-10-11 15:06:41,2025-10-14 10:06:41,2025-10-16 04:06:41,,False,"documentation,feature",PeakAI,True,5,professional
3447,510,6494.0,billing,medium,closed,Permission settings not saving,2025-07-27 09:53:17,2025-07-30 04:53:17,2025-07-31 13:53:17,3.0,False,"training, bug, billing, ux",RiftSolutions,True,2,starter
3448,1125,,integration,high,closed,Data import from CSV failing,2025-06-13 14:04:39,2025-06-14 01:04:39,2025-06-17 19:04:39,4.0,False,,SyncLogic,True,3,starter
3449,838,,data_export,low,open,Account merge request,2025-03-25 07:57:00,,,,False,"training, export",Core Dynamics,True,4,professional
3450,379,4818.0,security,critical,resolved,Time tracking sync issues,2024-08-22 08:38:42,2024-08-22 08:50:42,2024-08-25 06:50:42,,False,security;integration,BeamDynamics,True,6,enterprise
3451,354,4517.0,feature_request,low,closed,Custom workflow automation broken,2025-05-05 03:25:04,2025-05-06 05:25:04,2025-05-13 02:25:04,4.0,False,"export , bug",Link Ops,True,3,starter
3452,17,358.0,api,low,waiting_on_customer,Billing discrepancy on latest invoice,2025-02-23 18:27:33,2025-02-24 03:27:33,,,False,integration,DriftCloud,True,2,starter
3453,919,,billing,low,waiting_on_customer,Report generation timeout,2024-11-24 23:28:42,2024-11-26 22:28:42,,,False,,OrbitPro,True,6,enterprise
3454,600,7723.0,account,low,open,Webhook delivery failures,2025-08-17 19:16:14,,,,False,,HiveDev,True,2,starter
3455,479,6114.0,security,high,closed,Billing discrepancy on latest invoice,2025-03-24 09:18:44,2025-03-24 12:18:44,2025-03-29 09:18:44,5.0,False,,NovaIO,False,7,enterprise
3456,704,,technical,low,waiting_on_customer,Cannot downgrade plan,2025-07-10 04:21:05,2025-07-12 20:21:05,,,False,"integration , training , mobile , migration",DataDigital,True,6,enterprise
3457,578,7492.0,security,low,resolved,Permission settings not saving,2025-08-07 17:48:48,2025-08-08 02:48:48,2025-08-08 03:48:48,3.0,False,"training, bug, ux, training",TrekVentures,True,2,starter
3458,1016,,account,low,open,Gantt chart not rendering correctly,2025-05-24 10:35:15,,,,False,"migration,export,onboarding,mobile",Iris Studio,True,5,professional
3459,1040,,account,high,closed,Need help with API authentication,2024-11-19 01:04:21,2024-11-19 05:04:21,2024-11-21 21:04:21,,False,export;onboarding,Vine Works,True,3,starter
3460,497,6272.0,integration,low,open,Report generation timeout,2024-11-05 01:09:15,,,,False,"migration , feature",HiveSystems,False,1,free
3461,234,3310.0,account,medium,resolved,Mobile app crashes on Android,2025-03-07 07:30:19,2025-03-09 16:30:19,2025-03-14 13:30:19,1.0,False,integration;training;documentation,LinkNet,True,4,professional
3462,411,5199.0,performance,low,waiting_on_customer,Gantt chart not rendering correctly,2025-01-08 13:03:12,2025-01-08 22:03:12,,,False,"documentation,technical,gdpr,enterprise",ZealDigital,True,3,starter
3463,102,1484.0,integration,medium,in_progress,Export failing for large datasets,2023-05-22 14:48:32,2023-05-23 05:48:32,,,False,onboarding,Flow Labs,False,2,starter
3464,940,,security,medium,waiting_on_customer,Report generation timeout,2023-08-14 23:10:57,2023-08-17 07:10:57,,,False,"security, performance, export",PeakCloud,True,2,starter
3465,528,6704.0,data_export,high,waiting_on_customer,Need to add more team members,2025-07-31 23:08:00,2025-08-01 01:08:00,,,False,"security,sso,training",MetaSoftware,False,1,free
3466,440,5608.0,billing,critical,closed,Mobile app crashes on Android,2024-04-29 13:13:44,2024-04-29 13:45:44,2024-04-30 23:45:44,,True,,WaveIO,True,7,enterprise
3467,1193,,performance,high,open,Custom workflow automation broken,2025-06-18 12:50:28,,,,False,"migration, billing, api, technical",KeenHub,True,3,starter
3468,1059,,feature_request,medium,in_progress,White label logo not displaying,2025-08-13 02:31:23,2025-08-15 07:31:23,,,False,,Pulse Ops,True,4,professional
3469,903,,onboarding,low,resolved,Integration with Slack not working,2024-06-11 19:11:11,2024-06-13 07:11:11,2024-06-15 07:11:11,5.0,False,technical;documentation;integration,OnyxDigital,False,2,starter
3470,116,1660.0,onboarding,medium,closed,Need to add more team members,2025-09-09 02:37:32,2025-09-11 05:37:32,2025-09-11 17:37:32,4.0,False,"security,sso,onboarding,security",BeamDev,True,3,starter
3471,352,4495.0,integration,low,closed,Webhook delivery failures,2025-10-09 21:39:42,2025-10-10 21:39:42,2025-10-16 12:39:42,5.0,False,mobile,UnitDev,False,1,free
3472,27,564.0,integration,medium,waiting_on_customer,Audit log access denied,2025-02-15 09:05:13,2025-02-16 08:05:13,,,False,mobile;enterprise;training,WaveStack,False,4,professional
3473,620,7878.0,billing,medium,closed,Account merge request,2025-05-31 04:00:15,2025-06-02 12:00:15,2025-06-03 08:00:15,4.0,False,ux,OrbitSystems,False,3,starter
3474,1135,,security,high,closed,Permission settings not saving,2024-05-02 11:54:49,2024-05-02 19:54:49,2024-05-08 03:54:49,5.0,True,documentation;urgent,CoreAnalytics,False,1,free
3475,992,,performance,high,in_progress,Permission settings not saving,2025-08-29 06:36:44,2025-08-29 18:36:44,,,False,"sso,onboarding,api,training",Jet Group,True,1,free
3476,23,468.0,technical,low,resolved,Custom workflow automation broken,2025-09-30 14:49:17,2025-10-02 08:49:17,2025-10-07 07:49:17,5.0,False,,KitePro,True,3,starter
3477,151,2162.0,security,high,waiting_on_customer,GDPR data export request,2024-11-21 21:56:02,2024-11-22 07:56:02,,,True,"performance, gdpr, bug, enterprise",Jade Ventures,True,2,starter
3478,267,3715.0,security,medium,resolved,Export failing for large datasets,2024-10-25 17:52:22,2024-10-27 18:52:22,2024-11-03 11:52:22,5.0,False,documentation;security;sso;performance,CloudOps,True,2,starter
3479,620,7878.0,data_export,medium,resolved,Billing discrepancy on latest invoice,2025-10-21 12:17:29,2025-10-22 09:17:29,2025-10-24 23:17:29,4.0,False,"export, onboarding, mobile",OrbitSystems,False,3,starter
3480,988,,integration,medium,in_progress,Feature request: dark mode,2025-08-09 13:32:27,2025-08-10 21:32:27,,,False,"documentation,mobile",Arc Systems,True,4,professional
3481,1195,,api,high,resolved,Duplicate notifications being sent,2025-06-03 14:17:30,2025-06-03 23:17:30,2025-06-10 03:17:30,3.0,False,"feature , enterprise",Link Works,True,1,free
3482,137,2011.0,security,low,waiting_on_customer,Cannot downgrade plan,2024-01-02 09:25:54,2024-01-02 14:25:54,,,False,performance,Tidal Solutions,True,4,professional
3483,67,1064.0,integration,medium,waiting_on_customer,Export failing for large datasets,2025-07-16 07:30:17,2025-07-17 15:30:17,,,False,"export , enterprise , ux , security",Quest Logic,True,1,free
3484,639,8231.0,billing,medium,resolved,Account merge request,2025-09-01 22:43:14,2025-09-04 05:43:14,2025-09-10 03:43:14,,False,"security,export",ZenHub,False,1,free
3485,334,4258.0,performance,low,closed,Billing discrepancy on latest invoice,2025-06-06 12:05:33,2025-06-08 06:05:33,2025-06-13 03:05:33,5.0,False,"gdpr,documentation,technical",ZenDev,True,4,professional
3486,502,6391.0,security,medium,closed,GDPR data export request,2025-03-05 12:21:39,2025-03-07 00:21:39,2025-03-08 01:21:39,2.0,False,"export,integration,sso,export",WarpIO,True,1,free
3487,1062,,integration,medium,closed,Data import from CSV failing,2025-09-20 13:30:26,2025-09-21 23:30:26,2025-09-25 12:30:26,5.0,False,"integration , enterprise , documentation , bug , integration",WaveSolutions,True,6,enterprise
3488,961,,integration,critical,closed,Cannot login to dashboard,2025-05-04 11:36:42,2025-05-04 13:17:42,2025-05-05 11:17:42,,True,migration;security,Unit Hub,True,2,starter
3489,1150,,technical,low,closed,Audit log access denied,2025-06-28 07:37:18,2025-06-28 15:37:18,2025-07-02 21:37:18,3.0,False,,Wave Solutions,True,6,enterprise
3490,137,2009.0,api,medium,in_progress,SSO configuration help needed,2025-10-28 20:09:17,2025-10-28 22:09:17,,,False,training,Tidal Solutions,True,4,professional
3491,920,,account,low,in_progress,Integration with Slack not working,2025-06-18 16:29:06,2025-06-20 10:29:06,,,False,"api, gdpr",Rush Logic,True,5,professional
3492,655,8437.0,integration,low,in_progress,Data import from CSV failing,2024-07-04 03:41:44,2024-07-05 09:41:44,,,False,documentation,QuestVentures,True,7,enterprise
3493,677,,performance,critical,open,Duplicate notifications being sent,2025-02-19 06:58:27,,,,False,"enterprise,urgent",SageCorp,True,5,professional
3494,704,,feature_request,low,waiting_on_customer,Custom workflow automation broken,2025-04-05 02:07:35,2025-04-06 13:07:35,,,False,"billing , performance , technical , feature , billing",DataDigital,True,6,enterprise
3495,1101,,integration,medium,open,Permission settings not saving,2025-04-01 05:46:20,,,,False,"sso , enterprise , urgent",FluxHub,True,4,professional
3496,85,1305.0,api,medium,resolved,Export failing for large datasets,2024-06-03 08:15:09,2024-06-05 00:15:09,2024-06-07 10:15:09,,False,"export , training , feature",Rift Ops,True,1,free
3497,370,4722.0,onboarding,medium,waiting_on_customer,Account merge request,2024-11-16 12:47:44,2024-11-17 21:47:44,,,False,,Xenon Logic,False,2,starter
3498,329,4208.0,data_export,low,waiting_on_customer,Webhook delivery failures,2025-10-30 07:06:43,2025-10-31 14:06:43,,,False,migration;enterprise;billing;technical,ZenLabs,True,1,free
3499,753,,security,low,resolved,Time tracking sync issues,2025-06-30 03:49:34,2025-07-02 21:49:34,2025-07-08 05:49:34,3.0,False,"mobile , gdpr , ux",TrekIO,True,2,starter
3500,618,7856.0,onboarding,high,resolved,Duplicate notifications being sent,2025-05-11 12:10:24,2025-05-11 15:10:24,2025-05-13 15:10:24,,True,"integration, billing, sso, training",Echo Hub,True,3,starter
3501,110,1568.0,billing,low,waiting_on_customer,Integration with Slack not working,2024-04-19 14:51:58,2024-04-22 01:51:58,,,False,"onboarding,gdpr",EdgeOps,False,2,starter
3502,635,8143.0,security,critical,open,Export failing for large datasets,2025-10-18 14:13:17,,,,False,,Tidal Dynamics,True,1,free
3503,1164,,data_export,low,resolved,Webhook delivery failures,2024-07-29 04:34:03,2024-07-29 22:34:03,2024-07-31 06:34:03,4.0,False,documentation,Vertex Platform,True,2,starter
3504,188,2700.0,api,low,resolved,Need help with API authentication,2024-07-14 10:06:05,2024-07-17 07:06:05,2024-07-18 20:06:05,4.0,False,"security , api , bug , performance",GridDigital,True,2,starter
3505,233,3306.0,security,low,waiting_on_customer,Export failing for large datasets,2024-11-18 01:00:15,2024-11-19 17:00:15,,,False,,Hive Hub,True,2,starter
3506,1020,,account,critical,open,Permission settings not saving,2025-09-27 04:24:29,,,,True,"mobile , gdpr , ux , migration",Jade Logic,True,5,professional
3507,395,5031.0,data_export,critical,waiting_on_customer,GDPR data export request,2024-07-27 04:49:37,2024-07-27 05:46:37,,,False,,TidalNet,False,6,enterprise
3508,716,,feature_request,critical,open,Duplicate notifications being sent,2024-12-20 17:48:23,,,,False,onboarding;technical;sso,Mist Software,True,4,professional
3509,1029,,data_export,medium,waiting_on_customer,Audit log access denied,2025-10-02 06:44:36,2025-10-04 09:44:36,,,False,"onboarding,integration,ux",GridLogic,False,5,professional
3510,387,4900.0,performance,medium,open,Gantt chart not rendering correctly,2025-09-15 18:44:31,,,,False,"urgent , performance , enterprise , documentation",GridDynamics,True,6,enterprise
3511,738,,security,low,closed,Slow loading on project boards,2024-10-17 09:55:01,2024-10-19 08:55:01,2024-10-24 10:55:01,5.0,False,"urgent,technical",GridPro,True,2,starter
3512,573,7377.0,performance,high,open,Slow loading on project boards,2025-01-08 02:03:48,,,,False,security;integration,UnitAnalytics,True,5,professional
3513,606,7783.0,billing,low,open,Integration with Slack not working,2025-08-28 23:37:54,,,,False,,HubAnalytics,True,5,professional
3514,485,6157.0,data_export,high,open,Export failing for large datasets,2025-05-14 05:31:08,,,,True,"urgent , feature",EdgeWorks,True,5,professional
3515,1082,,security,medium,waiting_on_customer,Time tracking sync issues,2025-04-19 22:55:26,2025-04-21 00:55:26,,,False,sso,WarpWorks,True,2,starter
3516,515,6568.0,billing,medium,waiting_on_customer,Need to add more team members,2025-06-11 14:30:24,2025-06-14 01:30:24,,,False,"ux , migration , bug , performance",AcmeCorp,True,4,professional
3517,425,5395.0,onboarding,low,open,Duplicate notifications being sent,2025-10-06 06:20:41,,,,False,security;mobile;urgent,MetaSolutions,True,6,enterprise
3518,294,3950.0,technical,medium,waiting_on_customer,Integration with Slack not working,2024-10-17 08:51:43,2024-10-18 09:51:43,,,False,,UnitLogic,False,5,professional
3519,434,5559.0,technical,medium,closed,Duplicate notifications being sent,2024-07-13 05:56:00,2024-07-14 07:56:00,2024-07-14 11:56:00,4.0,False,"bug, export",Meta Solutions,True,6,enterprise
3520,778,,performance,critical,closed,Time tracking sync issues,2023-04-24 02:59:49,2023-04-24 04:20:49,2023-04-28 23:20:49,,False,billing,Yield Analytics,True,3,starter
3521,919,,integration,medium,open,API rate limiting issues,2023-12-06 09:44:08,,,,False,enterprise;documentation;bug,OrbitPro,True,6,enterprise
3522,137,2003.0,performance,low,in_progress,Gantt chart not rendering correctly,2024-07-26 17:58:48,2024-07-29 13:58:48,,,False,"documentation, api, training",Tidal Solutions,True,4,professional
3523,910,,performance,medium,open,Duplicate notifications being sent,2024-12-23 09:00:20,,,,False,"performance, urgent",DriftLogic,False,1,free
3524,763,,integration,medium,in_progress,Gantt chart not rendering correctly,2024-07-30 08:02:20,2024-07-31 09:02:20,,,False,"api , migration , feature , performance , api",CloudPlatform,True,6,enterprise
3525,453,5823.0,data_export,low,open,Data import from CSV failing,2025-10-23 23:53:43,,,,False,"enterprise , api , mobile",ArcStudio,False,5,professional
3526,536,6803.0,security,low,open,Cannot downgrade plan,2025-04-28 06:11:57,,,,False,"billing, enterprise, migration",UnitHQ,False,6,enterprise
3527,142,2101.0,technical,low,closed,Cannot login to dashboard,2024-02-17 18:35:10,2024-02-18 18:35:10,2024-02-21 03:35:10,3.0,False,"performance,security,sso,export",YieldTech,True,5,professional
3528,747,,data_export,medium,closed,Webhook delivery failures,2025-03-20 20:04:10,2025-03-21 08:04:10,2025-03-22 09:04:10,,False,"training,mobile",Meta Analytics,True,4,professional
3529,328,4202.0,onboarding,low,resolved,Custom workflow automation broken,2025-03-08 03:28:01,2025-03-08 10:28:01,2025-03-13 05:28:01,4.0,False,"billing,sso,integration",IrisGroup,True,3,starter
3530,502,6392.0,integration,critical,in_progress,Gantt chart not rendering correctly,2025-10-04 01:58:53,2025-10-04 02:18:53,,,False,urgent,WarpIO,True,1,free
3531,854,,security,high,waiting_on_customer,Custom workflow automation broken,2023-09-20 14:04:08,2023-09-20 15:04:08,,,True,documentation;billing;api,VineAnalytics,True,5,professional
3532,60,979.0,data_export,medium,waiting_on_customer,White label logo not displaying,2024-03-07 15:18:22,2024-03-08 08:18:22,,,False,"documentation, urgent, security, export",JetHQ,True,5,professional
3533,129,1959.0,security,medium,in_progress,Need help with API authentication,2023-11-29 04:20:33,2023-12-01 16:20:33,,,False,"gdpr , mobile , technical",IrisWorks,True,4,professional
3534,455,5837.0,onboarding,low,closed,Cannot downgrade plan,2024-02-24 14:28:40,2024-02-25 06:28:40,2024-02-26 02:28:40,,False,,HubWorks,True,4,professional
3535,571,7336.0,security,low,in_progress,Duplicate notifications being sent,2023-10-25 07:04:33,2023-10-25 17:04:33,,,False,"training,integration,technical",Meta Net,True,4,professional
3536,403,5136.0,performance,high,closed,GDPR data export request,2025-07-05 19:21:56,2025-07-06 03:21:56,2025-07-07 21:21:56,,False,security;bug;documentation,RiftIO,True,4,professional
3537,218,3129.0,performance,low,open,API rate limiting issues,2023-12-03 19:25:59,,,,False,,Keen Dynamics,False,2,starter
3538,525,6696.0,performance,medium,resolved,Duplicate notifications being sent,2024-09-17 05:45:16,2024-09-19 16:45:16,2024-09-21 03:45:16,5.0,False,performance;export;security,VertexPro,False,6,enterprise
3539,957,,performance,high,resolved,Data import from CSV failing,2025-08-26 21:46:04,2025-08-27 00:46:04,2025-08-31 17:46:04,,False,,ArcTech,False,6,enterprise
3540,398,5089.0,technical,low,waiting_on_customer,GDPR data export request,2025-04-01 16:47:28,2025-04-01 22:47:28,,,False,"performance , api , urgent",Meta Corp,True,2,starter
3541,785,,feature_request,low,closed,Billing discrepancy on latest invoice,2024-08-28 02:10:51,2024-08-30 21:10:51,2024-09-04 19:10:51,,False,"mobile, export, api, migration, mobile",MistWorks,True,4,professional
3542,681,,technical,critical,waiting_on_customer,GDPR data export request,2025-08-16 19:33:19,2025-08-16 20:55:19,,,False,"documentation,mobile,gdpr,bug,documentation",Unit Software,True,1,free
3543,221,3158.0,account,low,in_progress,Report generation timeout,2025-02-09 06:15:28,2025-02-09 11:15:28,,,False,"ux, feature, enterprise",KeenPlatform,False,5,professional
3544,330,4222.0,data_export,low,open,Cannot login to dashboard,2024-12-02 12:31:31,,,,False,ux;integration;onboarding,JadeDev,True,1,free
3545,1025,,integration,critical,resolved,Export failing for large datasets,2024-03-11 19:13:19,2024-03-11 19:54:19,2024-03-13 07:54:19,,False,"feature, export",FluxHQ,True,5,professional
3546,942,,security,high,open,Report generation timeout,2025-09-05 04:18:32,,,,True,bug,EdgeStudio,True,5,professional
3547,394,5019.0,api,high,resolved,White label logo not displaying,2024-10-04 05:20:32,2024-10-04 10:20:32,2024-10-08 04:20:32,4.0,False,"ux , security , performance , training",DataStack,True,4,professional
3548,403,5137.0,account,critical,in_progress,Mobile app crashes on Android,2025-08-01 10:52:33,2025-08-01 11:28:33,,,True,"export , urgent , feature",RiftIO,True,4,professional
3549,333,4256.0,integration,high,open,Data import from CSV failing,2024-08-11 20:18:41,,,,False,"urgent,bug,integration,feature",ZenHQ,True,1,free
3550,772,,performance,critical,in_progress,Webhook delivery failures,2025-01-07 02:43:42,2025-01-07 03:49:42,,,False,,SyncHub,False,1,free
3551,621,7879.0,account,low,resolved,Billing discrepancy on latest invoice,2025-09-20 09:28:41,2025-09-20 16:28:41,2025-09-24 13:28:41,4.0,False,gdpr,NexusCloud,True,2,starter
3552,1070,,technical,high,closed,Feature request: dark mode,2024-09-05 08:52:10,2024-09-05 18:52:10,2024-09-07 11:52:10,,True,"technical , security , gdpr , feature",CorePro,True,6,enterprise
3553,57,931.0,feature_request,high,in_progress,Permission settings not saving,2025-05-20 08:25:03,2025-05-20 19:25:03,,,False,"gdpr , performance , feature",OnyxHQ,True,4,professional
3554,1012,,data_export,medium,closed,Cannot login to dashboard,2025-06-04 01:52:15,2025-06-04 22:52:15,2025-06-10 21:52:15,4.0,False,integration;documentation;enterprise;mobile,Luna Hub,True,5,professional
3555,900,,account,critical,open,Custom workflow automation broken,2024-12-07 02:55:24,,,,False,"onboarding, sso, gdpr",Rush Software,True,2,starter
3556,478,6108.0,api,high,waiting_on_customer,Billing discrepancy on latest invoice,2023-09-10 00:46:54,2023-09-10 08:46:54,,,False,,TidalGroup,False,2,starter
3557,607,7792.0,performance,low,closed,Billing discrepancy on latest invoice,2025-04-23 19:38:32,2025-04-26 12:38:32,2025-04-27 20:38:32,,False,billing;integration,Flux Studio,True,2,starter
3558,1089,,data_export,medium,waiting_on_customer,Gantt chart not rendering correctly,2024-11-05 21:23:44,2024-11-07 11:23:44,,,False,performance,LinkOps,True,7,enterprise
3559,1044,,onboarding,low,waiting_on_customer,Need help with API authentication,2025-01-17 15:42:24,2025-01-18 02:42:24,,,False,,Xenon Software,True,3,starter
